查询序号,主题词,卡片名,命中结果数,最高分,一级主题,对应主题页,主题页路径,置信度,匹配分,匹配依据,相近主题词,相近卡片,备选主题页,命中词,主要书名,页码,是否有结果,处理建议,Claude检索建议,是否新增主题
389,艾思奇 大众哲学 通俗著作,0389_艾思奇_大众哲学_通俗著作.md,3,48.42,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,123.0,已列入原主题页重点卡片；命中主题种子词：大众哲学、艾思奇；主题词重合：艾思奇、大众哲学,艾思奇 大众哲学 贡献(47.5)；艾思奇 大众哲学 中国化(46.54)；艾思奇 大众哲学 哲学大众化(46.54)；大众哲学 艾思奇(46.36)；艾思奇 大众哲学 大众化形态(45.71),0359_艾思奇_大众哲学_贡献.md；0370_艾思奇_大众哲学_中国化.md；0371_艾思奇_大众哲学_哲学大众化.md；1769_大众哲学_艾思奇.md；0357_艾思奇_大众哲学_大众化形态.md,,艾思奇、大众哲学、通俗著作,胡绳对马克思主义哲学“大众化”的贡献；“新哲学”大众化运动研究；马克思主义哲学的中国化及其历程,1；96；189-192,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：艾思奇|大众哲学|通俗著作,否
390,艾思奇 唯物辩证法 新见解,0390_艾思奇_唯物辩证法_新见解.md,3,48.75,理论方法,辩证唯物主义体系,理论方法/辩证唯物主义体系.md,高,112.0,已列入原主题页重点卡片；命中主题种子词：唯物辩证法；主题词重合：唯物辩证法,唯物辩证法 风靡全国(32.14)；唯物辩证法 风靡 起点(32.14)；唯物辩证法 风靡 前奏(32.14)；唯物辩证法 风靡 原因(32.14)；逐步改造 唯物辩证法(32.14),1026_唯物辩证法_风靡全国.md；1027_唯物辩证法_风靡_起点.md；1028_唯物辩证法_风靡_前奏.md；1030_唯物辩证法_风靡_原因.md；1052_逐步改造_唯物辩证法.md,,艾思奇、唯物辩证法、新见解,冯契文集第七卷中国近代哲学的革命进程；马克思主义哲学的中国化及其历程；从唯物辩证法论战到马克思主义哲学大众化——对艾思奇《大众哲学》的解读_李维武,470；193-195；11,是,可按主题页优先检索,先查主题页《辩证唯物主义体系》，再在 T3/T10 中检索：艾思奇|唯物辩证法|新见解,否
391,新哲学 人生观 生活实践,0391_新哲学_人生观_生活实践.md,3,51.18,新哲学大众化,新哲学大众化运动,新哲学大众化/新哲学大众化运动.md,高,118.0,已列入原主题页重点卡片；命中主题种子词：新哲学；主题词重合：新哲学；主题域增强：新哲学,新哲学 人生观 问题(41.36)；人生观 新哲学 科学人生观(40.42)；情感 理智 生活实践(25.77)；人生观 哲学 生活(24.09)；哲学 生活 人生观(24.09),0393_新哲学_人生观_问题.md；0392_人生观_新哲学_科学人生观.md；1439_情感_理智_生活实践.md；0234_人生观_哲学_生活.md；0235_哲学_生活_人生观.md,,新哲学、人生观、生活实践,“新哲学”大众化运动研究；马克思主义哲学在中国传播与发展的百年历史（上）；胡绳对马克思主义哲学“大众化”的贡献,177；260-262；6,是,可按主题页优先检索,先查主题页《新哲学大众化运动》，再在 T3/T10 中检索：新哲学|人生观|生活实践,否
392,人生观 新哲学 科学人生观,0392_人生观_新哲学_科学人生观.md,3,52.38,论战与思想运动,科学与人生观论战,论战与思想运动/科学与人生观论战.md,高,112.0,已列入原主题页重点卡片；命中主题种子词：人生观、科学；主题词重合：人生观,新哲学 人生观 问题(42.5)；新哲学 人生观 生活实践(40.42)；科学人生观 玄学人生观 批判(33.33)；陈唯实 通俗辩证法讲话 科学人生观(30.56)；旧哲学 人生观 问题(24.09),0393_新哲学_人生观_问题.md；0391_新哲学_人生观_生活实践.md；0233_科学人生观_玄学人生观_批判.md；0132_陈唯实_通俗辩证法讲话_科学人生观.md；0236_旧哲学_人生观_问题.md,,人生观、新哲学、科学人生观,“新哲学”大众化运动研究；继承五四和扬弃五四；马克思主义哲学在中国传播与发展的百年历史（上）,177；105；260-262,是,可按主题页优先检索,先查主题页《科学与人生观论战》，再在 T3/T10 中检索：人生观|新哲学|科学人生观,否
393,新哲学 人生观 问题,0393_新哲学_人生观_问题.md,3,49.6,新哲学大众化,新哲学大众化运动,新哲学大众化/新哲学大众化运动.md,高,118.0,已列入原主题页重点卡片；命中主题种子词：新哲学；主题词重合：新哲学；主题域增强：新哲学,人生观 新哲学 科学人生观(42.5)；新哲学 人生观 生活实践(41.36)；旧哲学 人生观 问题(33.75)；人生观 哲学 生活(22.5)；哲学 生活 人生观(22.5),0392_人生观_新哲学_科学人生观.md；0391_新哲学_人生观_生活实践.md；0236_旧哲学_人生观_问题.md；0234_人生观_哲学_生活.md；0235_哲学_生活_人生观.md,,新哲学、人生观、问题,马克思主义哲学在中国传播与发展的百年历史（上）；胡绳全书（第四卷）；艾思奇全书（第1卷）,260-262；32-33；225-227,是,可按主题页优先检索,先查主题页《新哲学大众化运动》，再在 T3/T10 中检索：新哲学|人生观|问题,否
394,观念论 人生观 机械论,0394_观念论_人生观_机械论.md,3,45.83,苏联哲学,30年代苏联哲学批判运动,苏联哲学/30年代苏联哲学批判运动.md,高,113.0,已列入原主题页重点卡片；命中主题种子词：机械论；主题词重合：机械论；主题域增强：机械论,人生观 科学 分家(19.17)；人生观 哲学 生活(19.17)；哲学 生活 人生观(19.17)；悲观 乐观 人生观(19.17)；人生观 论战 科玄论战(18.85),0189_人生观_科学_分家.md；0234_人生观_哲学_生活.md；0235_哲学_生活_人生观.md；0237_悲观_乐观_人生观.md；0187_人生观_论战_科玄论战.md,,观念论、人生观、机械论,胡绳全书（第四卷）；胡绳对马克思主义哲学“大众化”的贡献；“新哲学”大众化运动研究,37-38；2；177,是,可按主题页优先检索,先查主题页《30年代苏联哲学批判运动》，再在 T3/T10 中检索：观念论|人生观|机械论,否
395,艾思奇 马克思主义哲学 大众化 中国化,0395_艾思奇_马克思主义哲学_大众化_中国化.md,3,60.2,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,118.0,已列入原主题页重点卡片；命中主题种子词：艾思奇、大众化；主题词重合：艾思奇、大众化,艾思奇 马克思主义哲学 大众化(85.0)；马克思主义哲学 大众化 中国化(85.0)；艾思奇 马克思主义哲学 通俗化 中国化(81.67)；马克思主义哲学 哲学大众化 艾思奇(66.18)；大众哲学 马克思主义哲学 大众化(63.24),0358_艾思奇_马克思主义哲学_大众化.md；1200_马克思主义哲学_大众化_中国化.md；0388_艾思奇_马克思主义哲学_通俗化_中国化.md；1798_马克思主义哲学_哲学大众化_艾思奇.md；0360_大众哲学_马克思主义哲学_大众化.md,,艾思奇、马克思主义哲学、大众化、中国化,马克思主义哲学史教程；马克思主义哲学在中国：传播、应用、形态、前景；百年中国哲学革命,925-926；459-461；157,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：艾思奇|马克思主义哲学|大众化|中国化,否
396,大众哲学 哲学讲话 通俗化,0396_大众哲学_哲学讲话_通俗化.md,3,51.86,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,135.0,已列入原主题页重点卡片；命中主题种子词：大众哲学、哲学讲话、通俗化；主题词重合：大众哲学、哲学讲话、通俗化,大众哲学 通俗化 社会影响(43.93)；大众哲学(28.33)；哲学讲话(28.33)；艾思奇 大众哲学 哲学大众化(27.14)；大众哲学 新哲学(26.82),0361_大众哲学_通俗化_社会影响.md；1849_大众哲学.md；1931_哲学讲话.md；0371_艾思奇_大众哲学_哲学大众化.md；1773_大众哲学_新哲学.md,,大众哲学、哲学讲话、通俗化,《大众哲学》_马克思主义哲学大众化的经典范本_张立波；马克思主义哲学在中国：传播、应用、形态、前景；“新哲学”大众化运动研究,2；454-457；130,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：大众哲学|哲学讲话|通俗化,否
397,哲学讲话 日常生活 哲学观点,0397_哲学讲话_日常生活_哲学观点.md,3,38.1,新哲学大众化,新哲学大众化运动,新哲学大众化/新哲学大众化运动.md,低,13.0,自动主题组匹配：哲学讲话,大众哲学 日常生活(27.69)；哲学讲话(27.5)；大众哲学 哲学讲话 通俗化(24.69)；哲学观点 观察事物 正确眼光(24.17)；庸俗生活 盲目生活 哲学(5.0),1632_大众哲学_日常生活.md；1931_哲学讲话.md；0396_大众哲学_哲学讲话_通俗化.md；1525_哲学观点_观察事物_正确眼光.md；1527_庸俗生活_盲目生活_哲学.md,,哲学讲话、日常生活、哲学观点,艾思奇全书（第2卷）；米丁-辩证唯物论历史唯物论下-rightToLeft；马克思主义哲学大众化的当代思考_郭建宁,3-5；360；1,是,先核验原卡片再使用,先查主题页《新哲学大众化运动》，再在 T3/T10 中检索：哲学讲话|日常生活|哲学观点,否
398,认识和实践 大众哲学,0398_认识和实践_大众哲学.md,3,30.9,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,114.0,已列入原主题页重点卡片；命中主题种子词：大众哲学；主题词重合：大众哲学,大众哲学(29.38)；大众哲学 新哲学(27.5)；大众哲学 艾思奇(26.82)；现象 本质 大众哲学(26.25)；形式 内容 大众哲学(26.25),1849_大众哲学.md；1773_大众哲学_新哲学.md；1769_大众哲学_艾思奇.md；0399_现象_本质_大众哲学.md；0400_形式_内容_大众哲学.md,,认识和实践、大众哲学,百年中国哲学革命；《矛盾论》的主要矛盾理论与《大众哲学》无关及其他；《大众哲学》_马克思主义哲学大众化的经典范本_张立波,159-161；2；6,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：认识和实践|大众哲学,否
399,现象 本质 大众哲学,0399_现象_本质_大众哲学.md,3,42.2,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,114.0,已列入原主题页重点卡片；命中主题种子词：大众哲学；主题词重合：大众哲学,大众哲学(30.71)；大众哲学 新哲学(28.33)；大众哲学 艾思奇(27.5)；形式 内容 大众哲学(26.82)；大众哲学 日常生活(26.82),1849_大众哲学.md；1773_大众哲学_新哲学.md；1769_大众哲学_艾思奇.md；0400_形式_内容_大众哲学.md；1632_大众哲学_日常生活.md,,现象、本质、大众哲学,马克思主义哲学史（第六卷；艾思奇全书（第1卷）；马克思主义哲学在中国传播与发展的百年历史（上）,203-265；552-555；242-244,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：现象|本质|大众哲学,否
400,形式 内容 大众哲学,0400_形式_内容_大众哲学.md,3,41.0,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,114.0,已列入原主题页重点卡片；命中主题种子词：大众哲学；主题词重合：大众哲学,大众哲学(30.71)；大众哲学 新哲学(28.33)；大众哲学 艾思奇(27.5)；现象 本质 大众哲学(26.82)；大众哲学 日常生活(26.82),1849_大众哲学.md；1773_大众哲学_新哲学.md；1769_大众哲学_艾思奇.md；0399_现象_本质_大众哲学.md；1632_大众哲学_日常生活.md,,形式、内容、大众哲学,艾思奇全书（第1卷）；马克思主义哲学在中国传播与发展的百年历史（上）；马克思主义哲学在中国：传播、应用、形态、前景,562-565；242-244；454-457,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：形式|内容|大众哲学,否
401,必然性 偶然性 大众哲学,0401_必然性_偶然性_大众哲学.md,3,47.24,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,114.0,已列入原主题页重点卡片；命中主题种子词：大众哲学；主题词重合：大众哲学,偶然性 必然性 苏联哲学(38.33)；人生意义 价值 偶然性 必然性(35.0)；大众哲学(29.38)；大众哲学 新哲学(27.5)；大众哲学 艾思奇(26.82),0894_偶然性_必然性_苏联哲学.md；1450_人生意义_价值_偶然性_必然性.md；1849_大众哲学.md；1773_大众哲学_新哲学.md；1769_大众哲学_艾思奇.md,,必然性、偶然性、大众哲学,艾思奇全书（第1卷）；马克思主义哲学在中国传播与发展的百年历史（上）；“新哲学”大众化运动研究,579-581；242-244；229,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：必然性|偶然性|大众哲学,否
402,抽象作用 辩证法 白马非马 形式论理学,0402_抽象作用_辩证法_白马非马_形式论理学.md,3,43.2,理论方法,哲学基本范畴与辩证法原理,理论方法/哲学基本范畴与辩证法原理.md,低,10.0,自动主题组匹配：形式,形式论理学 同一律 白马非马(54.21)；辩证法 形式论理学 对立统一(47.5)；形而上学 形式论理学 辩证法(47.5)；形式论理学 辩证法 青年就是青年(47.14)；形式论理学 抽象 具体 对立(31.25),0404_形式论理学_同一律_白马非马.md；0409_辩证法_形式论理学_对立统一.md；0410_形而上学_形式论理学_辩证法.md；0407_形式论理学_辩证法_青年就是青年.md；0405_形式论理学_抽象_具体_对立.md,,抽象作用、辩证法、白马非马、形式论理学,艾思奇全书（第1卷）；艾思奇全书（第2卷）；毛泽东哲学批注集：辩证法唯物论教程批注 (毛泽东),10-12；623-625；136,是,先核验原卡片再使用,先查主题页《哲学基本范畴与辩证法原理》，再在 T3/T10 中检索：抽象作用|辩证法|白马非马|形式论理学,否
